ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
200593_s_at	4.25e-05	4.46e-07	-24.417969	7.41447	-0.7957588	HNRNPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)
217975_at	4.27e-05	4.51e-07	24.374767	7.40363	0.88878694	WBP5	WW domain binding protein 5
209932_s_at	4.30e-05	4.56e-07	-24.325223	7.39118	-1.67270479	DUT	deoxyuridine triphosphatase
201969_at	4.32e-05	4.60e-07	-24.292441	7.38293	-2.55391021	NASP	nuclear autoantigenic sperm protein (histone-binding)
201672_s_at	4.34e-05	4.64e-07	-24.253603	7.37313	-0.76348198	USP14	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)
200993_at	4.44e-05	4.76e-07	-24.145364	7.34574	-0.87515295	IPO7	importin 7
212691_at	4.44e-05	4.78e-07	-24.12582	7.34078	-1.4699507	NUP188	nucleoporin 188kDa
211228_s_at	4.48e-05	4.86e-07	24.061201	7.32434	0.89377267	RAD17	RAD17 homolog (S. pombe)
204127_at	4.48e-05	4.86e-07	-24.055197	7.32281	-2.76035083	RFC3	replication factor C (activator 1) 3, 38kDa
215792_s_at	4.53e-05	4.96e-07	-23.974647	7.30224	-0.79140627	DNAJC11	DnaJ (Hsp40) homolog, subfamily C, member 11
221471_at	4.53e-05	4.96e-07	23.970778	7.30125	0.90588457	SERINC3	serine incorporator 3
200768_s_at	4.56e-05	5.02e-07	-23.92342	7.28912	-1.47664718	MAT2A	methionine adenosyltransferase II, alpha
218350_s_at	4.58e-05	5.07e-07	-23.879899	7.27794	-2.21660187	GMNN	geminin, DNA replication inhibitor
219000_s_at	4.58e-05	5.11e-07	-23.846791	7.26943	-3.81843337	DSCC1	DNA replication and sister chromatid cohesion 1
200020_at	4.58e-05	5.15e-07	-23.814919	7.26122	-0.98916717	TARDBP	TAR DNA binding protein
40465_at	4.58e-05	5.16e-07	-23.812829	7.26068	-1.00267029	DDX23	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23
213241_at	4.58e-05	5.16e-07	23.8116	7.26036	2.94003424	PLXNC1	plexin C1
203921_at	4.58e-05	5.17e-07	23.801253	7.25769	3.06453268	CHST2	carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2
219581_at	4.58e-05	5.20e-07	-23.776102	7.2512	-1.96118823	TSEN2	TSEN2 tRNA splicing endonuclease subunit
204245_s_at	4.58e-05	5.21e-07	-23.76722	7.2489	-0.73348052	RPP14	ribonuclease P/MRP 14kDa subunit
211762_s_at	4.58e-05	5.22e-07	-23.76057	7.24718	-1.07393483	KPNA2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)
201983_s_at	4.62e-05	5.29e-07	23.704608	7.2327	2.52088029	EGFR	epidermal growth factor receptor
203462_x_at	4.66e-05	5.35e-07	-23.657269	7.22041	-1.06779504	EIF3B	eukaryotic translation initiation factor 3, subunit B
201755_at	4.78e-05	5.51e-07	-23.535588	7.1887	-3.59896083	MCM5	minichromosome maintenance complex component 5
220761_s_at	4.80e-05	5.55e-07	23.506426	7.18107	1.28469472	TAOK3	TAO kinase 3
218073_s_at	4.81e-05	5.60e-07	-23.474529	7.17272	-2.53935458	NDC1	NDC1 transmembrane nucleoporin
209661_at	4.82e-05	5.65e-07	-23.434527	7.16222	-1.11395462	KIFC3	kinesin family member C3
212714_at	4.82e-05	5.66e-07	-23.426451	7.1601	-1.35715396	LARP4	La ribonucleoprotein domain family, member 4
205527_s_at	4.82e-05	5.67e-07	-23.424566	7.1596	-2.06583245	GEMIN4	gem (nuclear organelle) associated protein 4
218890_x_at	4.83e-05	5.70e-07	-23.4019	7.15364	-1.25953017	MRPL35	mitochondrial ribosomal protein L35
205284_at	4.83e-05	5.73e-07	-23.382393	7.14851	-2.37323943	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
212030_at	4.84e-05	5.77e-07	-23.347865	7.13941	-1.10436759	RBM25	RNA binding motif protein 25
209773_s_at	4.84e-05	5.78e-07	-23.34599	7.13892	-2.40454075	RRM2	ribonucleotide reductase M2
211951_at	4.92e-05	5.90e-07	-23.262435	7.11683	-1.41600905	NOLC1	nucleolar and coiled-body phosphoprotein 1
217527_s_at	4.95e-05	5.96e-07	-23.223357	7.10647	-1.12979717	NFATC2IP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
216952_s_at	4.96e-05	6.02e-07	-23.18295	7.09573	-1.90437621	LMNB2	lamin B2
204827_s_at	4.96e-05	6.02e-07	-23.181211	7.09527	-2.64841038	CCNF	cyclin F
220840_s_at	4.96e-05	6.06e-07	-23.155319	7.08838	-3.22398018	C1orf112	chromosome 1 open reading frame 112
201981_at	4.96e-05	6.09e-07	-23.133936	7.08268	-2.16712949	PAPPA	pregnancy-associated plasma protein A, pappalysin 1
202633_at	4.96e-05	6.09e-07	-23.131744	7.08209	-1.63090244	TOPBP1	topoisomerase (DNA) II binding protein 1
204128_s_at	4.96e-05	6.10e-07	-23.12497	7.08029	-3.49451083	RFC3	replication factor C (activator 1) 3, 38kDa
210794_s_at	4.96e-05	6.12e-07	23.114463	7.07748	2.80965027	MEG3	maternally expressed 3 (non-protein coding)
208956_x_at	5.03e-05	6.23e-07	-23.038875	7.05728	-1.14621459	DUT	deoxyuridine triphosphatase
206501_x_at	5.08e-05	6.32e-07	22.986816	7.04331	1.55844927	ETV1	ets variant 1
212858_at	5.10e-05	6.36e-07	-22.956516	7.03517	-1.73035971	PAQR4	progestin and adipoQ receptor family member IV
201392_s_at	5.16e-05	6.47e-07	22.892488	7.01792	1.34191172	IGF2R	insulin-like growth factor 2 receptor
203344_s_at	5.17e-05	6.49e-07	-22.877377	7.01385	-1.67490178	RBBP8	retinoblastoma binding protein 8
220865_s_at	5.44e-05	6.86e-07	-22.656708	6.95393	-2.92670049	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1
209447_at	5.49e-05	6.98e-07	22.592669	6.93642	2.41757706	SYNE1	spectrin repeat containing, nuclear envelope 1
218595_s_at	5.49e-05	6.98e-07	-22.590922	6.93594	-1.29525862	HEATR1	HEAT repeat containing 1
213218_at	5.50e-05	7.02e-07	22.571386	6.93059	1.23061819	ZSCAN26	zinc finger and SCAN domain containing 26
201440_at	5.58e-05	7.14e-07	-22.502184	6.91158	-1.0199188	DDX23	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23
220011_at	5.63e-05	7.23e-07	-22.452683	6.89794	-3.43948582	AUNIP	aurora kinase A and ninein interacting protein
218462_at	5.65e-05	7.27e-07	-22.430221	6.89175	-0.65487707	RPF1	ribosome production factor 1 homolog (S. cerevisiae)
204295_at	5.65e-05	7.30e-07	22.41363	6.88716	0.85368232	SURF1	surfeit 1
210786_s_at	5.65e-05	7.34e-07	-22.394377	6.88184	-3.93648175	FLI1	Fli-1 proto-oncogene, ETS transcription factor
201340_s_at	5.65e-05	7.35e-07	22.387026	6.8798	3.03642351	ENC1	ectodermal-neural cortex 1 (with BTB domain)
201765_s_at	5.68e-05	7.42e-07	22.351791	6.87004	1.45080343	HEXA	hexosaminidase A (alpha polypeptide)
219855_at	5.71e-05	7.56e-07	-22.280521	6.85025	-1.2781795	NUDT11	nudix (nucleoside diphosphate linked moiety X)-type motif 11
219588_s_at	5.71e-05	7.56e-07	-22.277761	6.84948	-2.21687887	NCAPG2	non-SMC condensin II complex, subunit G2
210691_s_at	5.71e-05	7.60e-07	-22.261568	6.84497	-1.55785085	CACYBP	calcyclin binding protein
222037_at	5.71e-05	7.60e-07	-22.258863	6.84422	-4.12706343	MCM4	minichromosome maintenance complex component 4
211686_s_at	5.71e-05	7.60e-07	-22.257731	6.8439	-1.76022136	MAK16	MAK16 homolog (S. cerevisiae)
218993_at	5.71e-05	7.61e-07	-22.253373	6.84269	-1.01271998	RNMTL1	RNA methyltransferase like 1
221649_s_at	5.72e-05	7.69e-07	-22.215492	6.83213	-2.81970951	PPAN	peter pan homolog (Drosophila)
219098_at	5.72e-05	7.70e-07	-22.206783	6.82969	-2.05017125	MYBBP1A	MYB binding protein (P160) 1a
203721_s_at	5.72e-05	7.71e-07	-22.20443	6.82904	-0.81764593	UTP18	UTP18 small subunit (SSU) processome component homolog (yeast)
209025_s_at	5.73e-05	7.75e-07	-22.184748	6.82354	-1.07836671	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein
213378_s_at	5.81e-05	7.91e-07	-22.107431	6.80187	-3.54580765	LOC642846///DDX12P///DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like///DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 12, pseudogene///DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11
206580_s_at	5.81e-05	7.95e-07	22.084551	6.79545	1.37585058	EFEMP2	EGF containing fibulin-like extracellular matrix protein 2
50314_i_at	5.81e-05	7.97e-07	-22.074274	6.79256	-1.75283466	C20orf27	chromosome 20 open reading frame 27
221526_x_at	5.81e-05	7.98e-07	22.073052	6.79222	1.05793475	PARD3	par-3 family cell polarity regulator
212347_x_at	5.81e-05	8.00e-07	22.060828	6.78878	3.26525627	MXD4	MAX dimerization protein 4
220984_s_at	5.81e-05	8.00e-07	-22.059522	6.78841	-1.70267711	SLCO5A1	solute carrier organic anion transporter family, member 5A1
200921_s_at	5.81e-05	8.04e-07	22.043495	6.7839	2.4818201	BTG1	B-cell translocation gene 1, anti-proliferative
202533_s_at	5.85e-05	8.11e-07	-22.00992	6.77443	-2.17250506	DHFR	dihydrofolate reductase
208926_at	5.85e-05	8.16e-07	21.984195	6.76717	0.98033891	NEU1	sialidase 1 (lysosomal sialidase)
220060_s_at	5.85e-05	8.17e-07	-21.983302	6.76692	-2.07544616	PARPBP	PARP1 binding protein
208969_at	5.91e-05	8.28e-07	-21.929393	6.75167	-0.58366674	NDUFA9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa
209836_x_at	5.95e-05	8.36e-07	-21.894004	6.74163	-1.68535468	BOLA2B///BOLA2	bolA family member 2B///bolA family member 2
201356_at	6.02e-05	8.50e-07	-21.829476	6.72329	-0.76838266	SF3A1	splicing factor 3a, subunit 1, 120kDa
204977_at	6.02e-05	8.54e-07	-21.812494	6.71845	-0.98603438	DDX10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10
203975_s_at	6.02e-05	8.55e-07	-21.807954	6.71716	-3.01693189	CHAF1A	chromatin assembly factor 1, subunit A (p150)
218103_at	6.02e-05	8.57e-07	-21.799221	6.71467	-0.7348199	FTSJ3	FtsJ homolog 3 (E. coli)
201327_s_at	6.03e-05	8.60e-07	-21.785038	6.71062	-0.94621197	CCT6A	chaperonin containing TCP1, subunit 6A (zeta 1)
222200_s_at	6.05e-05	8.67e-07	21.756573	6.70249	0.76600611	BSDC1	BSD domain containing 1
208910_s_at	6.06e-05	8.75e-07	-21.72166	6.6925	-1.27029014	C1QBP	complement component 1, q subcomponent binding protein
203276_at	6.06e-05	8.79e-07	-21.70236	6.68697	-2.14516003	LMNB1	lamin B1
218133_s_at	6.06e-05	8.79e-07	-21.70104	6.6866	-1.10480382	NIF3L1	NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae)
201129_at	6.06e-05	8.85e-07	-21.675463	6.67926	-1.1275156	SRSF7	serine/arginine-rich splicing factor 7
206809_s_at	6.06e-05	8.88e-07	-21.666374	6.67665	-0.92655871	HNRNPA3///HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
201388_at	6.06e-05	8.89e-07	-21.659321	6.67462	-1.29209312	PSMD3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
48825_at	6.06e-05	8.90e-07	21.657657	6.67415	1.89499261	ING4	inhibitor of growth family, member 4
213906_at	6.06e-05	8.90e-07	-21.655968	6.67366	-2.99280555	MYBL1	v-myb avian myeloblastosis viral oncogene homolog-like 1
221506_s_at	6.07e-05	8.96e-07	-21.631654	6.66667	-0.39417272	TNPO2	transportin 2
202105_at	6.07e-05	8.97e-07	21.627583	6.6655	1.2466798	IGBP1	immunoglobulin (CD79A) binding protein 1
209406_at	6.08e-05	9.01e-07	-21.610408	6.66056	-1.49236366	BAG2	BCL2-associated athanogene 2
218481_at	6.10e-05	9.06e-07	-21.587115	6.65384	-1.87326766	EXOSC5	exosome component 5
221970_s_at	6.12e-05	9.13e-07	-21.560853	6.64627	-1.18790849	NOL11	nucleolar protein 11
201384_s_at	6.12e-05	9.15e-07	21.551078	6.64344	2.28539948	NBR1	neighbor of BRCA1 gene 1
202350_s_at	6.14e-05	9.23e-07	21.520485	6.6346	2.3085908	MATN2	matrilin 2
217673_x_at	6.14e-05	9.23e-07	21.5173	6.63368	0.43444283	GNAS	GNAS complex locus
209507_at	6.16e-05	9.30e-07	-21.492591	6.62652	-0.92581911	RPA3	replication protein A3, 14kDa
203819_s_at	6.24e-05	9.47e-07	21.42385	6.60657	0.53718812	IGF2BP3	insulin-like growth factor 2 mRNA binding protein 3
202396_at	6.24e-05	9.47e-07	-21.42261	6.60621	-1.405061	TCERG1	transcription elongation regulator 1
222204_s_at	6.25e-05	9.51e-07	-21.409137	6.60229	-0.71283272	RRN3	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)
219303_at	6.27e-05	9.58e-07	-21.381998	6.59438	-1.70653919	RNF219	ring finger protein 219
207196_s_at	6.38e-05	9.77e-07	21.306274	6.57227	1.08632335	TNIP1	TNFAIP3 interacting protein 1
221568_s_at	6.54e-05	1.00e-06	-21.207018	6.54315	-1.02093173	LIN7C	lin-7 homolog C (C. elegans)
200812_at	6.55e-05	1.01e-06	-21.189178	6.5379	-0.88986125	CCT7	chaperonin containing TCP1, subunit 7 (eta)
208828_at	6.55e-05	1.01e-06	-21.180479	6.53534	-1.73779432	POLE3	polymerase (DNA directed), epsilon 3, accessory subunit
212432_at	6.55e-05	1.02e-06	-21.165634	6.53096	-1.80357838	GRPEL1	GrpE-like 1, mitochondrial (E. coli)
203880_at	6.55e-05	1.02e-06	-21.148367	6.52587	-1.34124851	COX17	COX17 cytochrome c oxidase copper chaperone
202123_s_at	6.55e-05	1.02e-06	21.147427	6.52559	0.95455917	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase
216306_x_at	6.60e-05	1.03e-06	-21.107274	6.51373	-0.99750097	PTBP1	polypyrimidine tract binding protein 1
203023_at	6.62e-05	1.04e-06	-21.08447	6.50699	-2.85206187	NOP16	NOP16 nucleolar protein
203695_s_at	6.65e-05	1.04e-06	21.059938	6.49972	2.87422446	DFNA5	deafness, autosomal dominant 5
204688_at	6.69e-05	1.05e-06	21.024408	6.48918	1.1144477	SGCE	sarcoglycan, epsilon
203763_at	6.69e-05	1.06e-06	21.016537	6.48684	1.35182886	DYNC2LI1	dynein, cytoplasmic 2, light intermediate chain 1
209103_s_at	6.72e-05	1.07e-06	-20.98976	6.47888	-0.9275605	UFD1L	ubiquitin fusion degradation 1 like (yeast)
200684_s_at	6.72e-05	1.07e-06	-20.968447	6.47253	-1.18609902	UBE2L3	ubiquitin-conjugating enzyme E2L 3
202209_at	6.72e-05	1.07e-06	-20.96831	6.47249	-1.11535398	LSM3	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)
205217_at	6.75e-05	1.08e-06	-20.936792	6.4631	-2.1426525	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)
218399_s_at	6.75e-05	1.08e-06	-20.933055	6.46198	-2.49541143	CDCA4	cell division cycle associated 4
202772_at	6.82e-05	1.10e-06	20.872492	6.44388	3.11763652	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase
202630_at	6.82e-05	1.10e-06	20.861575	6.44061	1.7148094	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2
212115_at	6.82e-05	1.10e-06	-20.860039	6.44015	-1.34392337	HN1L	hematological and neurological expressed 1-like
219650_at	6.82e-05	1.10e-06	-20.856529	6.4391	-3.34632922	ERCC6L	excision repair cross-complementation group 6-like
209694_at	6.87e-05	1.12e-06	-20.816882	6.4272	-1.11568708	PTS	6-pyruvoyltetrahydropterin synthase
208863_s_at	6.87e-05	1.12e-06	-20.807766	6.42447	-1.56179384	SRSF1	serine/arginine-rich splicing factor 1
217873_at	6.87e-05	1.12e-06	-20.795076	6.42065	-1.07041361	CAB39	calcium binding protein 39
202385_s_at	6.87e-05	1.13e-06	-20.786934	6.4182	-1.48405697	TCOF1	Treacher Collins-Franceschetti syndrome 1
204695_at	6.94e-05	1.14e-06	-20.735065	6.40258	-3.85132438	CDC25A	cell division cycle 25A
215747_s_at	6.94e-05	1.15e-06	-20.721776	6.39857	-1.95579939	RCC1	regulator of chromosome condensation 1
209753_s_at	6.94e-05	1.15e-06	-20.720733	6.39826	-1.94493624	TMPO	thymopoietin
204775_at	6.99e-05	1.16e-06	-20.685526	6.38762	-2.85904122	CHAF1B	chromatin assembly factor 1, subunit B (p60)
203885_at	6.99e-05	1.16e-06	-20.675333	6.38454	-0.86663998	RAB21	RAB21, member RAS oncogene family
218447_at	7.03e-05	1.17e-06	-20.638512	6.37339	-1.34831423	CMC2	C-x(9)-C motif containing 2
221700_s_at	7.03e-05	1.17e-06	20.634348	6.37212	0.26170687	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1
219275_at	7.04e-05	1.18e-06	-20.620528	6.36793	-1.44452572	PDCD5	programmed cell death 5
202478_at	7.04e-05	1.18e-06	20.60561	6.3634	1.21874618	TRIB2	tribbles pseudokinase 2
209213_at	7.04e-05	1.18e-06	-20.604583	6.36309	-0.77139021	CBR1	carbonyl reductase 1
202730_s_at	7.04e-05	1.19e-06	20.594592	6.36006	2.03595215	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)
219031_s_at	7.06e-05	1.19e-06	-20.575053	6.35412	-2.28325882	NIP7	NIP7, nucleolar pre-rRNA processing protein
208905_at	7.06e-05	1.20e-06	-20.563765	6.35068	-1.38141832	CYCS	cytochrome c, somatic
203385_at	7.06e-05	1.20e-06	20.549063	6.3462	1.20852643	DGKA	diacylglycerol kinase, alpha 80kDa
201577_at	7.06e-05	1.21e-06	-20.537867	6.34279	-1.87768004	NME1	NME/NM23 nucleoside diphosphate kinase 1
204871_at	7.06e-05	1.21e-06	-20.52789	6.33975	-1.13340653	MTERF1	mitochondrial transcription termination factor 1
213535_s_at	7.06e-05	1.21e-06	-20.519687	6.33725	-1.00290134	UBE2I	ubiquitin-conjugating enzyme E2I
212530_at	7.06e-05	1.21e-06	20.515744	6.33605	0.69595067	NEK7	NIMA-related kinase 7
206812_at	7.12e-05	1.23e-06	-20.476675	6.32411	-3.30205045	ADRB3	adrenoceptor beta 3
221987_s_at	7.12e-05	1.23e-06	-20.466511	6.321	-1.79042886	TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)
214427_at	7.13e-05	1.24e-06	-20.453072	6.31689	-2.09316289	NOP2	NOP2 nucleolar protein
209003_at	7.13e-05	1.24e-06	-20.442501	6.31365	-1.1470439	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11
213302_at	7.13e-05	1.24e-06	-20.435804	6.3116	-1.79326537	PFAS	phosphoribosylformylglycinamidine synthase
201068_s_at	7.23e-05	1.26e-06	-20.375241	6.293	-0.66432926	PSMC2	proteasome (prosome, macropain) 26S subunit, ATPase, 2
203935_at	7.24e-05	1.27e-06	20.364093	6.28958	1.5656017	ACVR1	activin A receptor, type I
205085_at	7.29e-05	1.28e-06	-20.327181	6.27821	-4.34596082	ORC1	origin recognition complex, subunit 1
205394_at	7.32e-05	1.29e-06	-20.307558	6.27215	-2.25363652	CHEK1	checkpoint kinase 1
203664_s_at	7.36e-05	1.30e-06	-20.277714	6.26294	-1.93860044	POLR2D	polymerase (RNA) II (DNA directed) polypeptide D
209440_at	7.39e-05	1.31e-06	-20.25568	6.25612	-1.84434197	PRPS1	phosphoribosyl pyrophosphate synthetase 1
210778_s_at	7.40e-05	1.31e-06	20.238313	6.25074	4.10151143	MXD4	MAX dimerization protein 4
203440_at	7.42e-05	1.32e-06	20.220967	6.24537	2.37380714	CDH2	cadherin 2, type 1, N-cadherin (neuronal)
218741_at	7.42e-05	1.33e-06	-20.203259	6.23987	-2.50682833	CENPM	centromere protein M
209804_at	7.42e-05	1.33e-06	-20.194985	6.2373	-2.29620652	DCLRE1A	DNA cross-link repair 1A
203806_s_at	7.42e-05	1.33e-06	-20.185732	6.23443	-1.96918858	FANCA	Fanconi anemia, complementation group A
212402_at	7.42e-05	1.33e-06	-20.180892	6.23293	-1.32480007	ZC3H13	zinc finger CCCH-type containing 13
213627_at	7.42e-05	1.34e-06	20.168903	6.2292	2.58404941	MAGED2	melanoma antigen family D, 2
203580_s_at	7.42e-05	1.34e-06	-20.167633	6.2288	-1.14346535	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6
201316_at	7.44e-05	1.35e-06	-20.152032	6.22395	-0.75309764	PSMA2	proteasome (prosome, macropain) subunit, alpha type, 2
219208_at	7.48e-05	1.36e-06	-20.123072	6.21493	-0.8360954	FBXO11	F-box protein 11
201491_at	7.48e-05	1.36e-06	-20.116578	6.2129	-0.86643343	AHSA1	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)
214144_at	7.51e-05	1.37e-06	-20.084152	6.20278	-1.18566298	POLR2D	polymerase (RNA) II (DNA directed) polypeptide D
205053_at	7.51e-05	1.37e-06	-20.083587	6.20261	-1.96604879	PRIM1	primase, DNA, polypeptide 1 (49kDa)
214938_x_at	7.52e-05	1.38e-06	-20.072094	6.19901	-0.7577201	HMGB1	high mobility group box 1
204748_at	7.52e-05	1.38e-06	20.061985	6.19585	5.36772716	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
218679_s_at	7.57e-05	1.39e-06	20.026252	6.18466	1.16128038	VPS28	vacuolar protein sorting 28 homolog (S. cerevisiae)
200659_s_at	7.57e-05	1.40e-06	-20.022584	6.18352	-1.88596607	PHB	prohibitin
218156_s_at	7.74e-05	1.43e-06	-19.935732	6.15622	-1.48311436	TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)
202532_s_at	7.74e-05	1.44e-06	-19.926462	6.1533	-2.09639651	DHFR	dihydrofolate reductase
218709_s_at	7.81e-05	1.46e-06	19.877789	6.13795	0.52810508	IFT52	intraflagellar transport 52
219490_s_at	7.81e-05	1.46e-06	-19.876673	6.13759	-2.8853781	DCLRE1B	DNA cross-link repair 1B
218295_s_at	7.81e-05	1.46e-06	-19.870515	6.13565	-2.3347052	NUP50	nucleoporin 50kDa
221521_s_at	7.81e-05	1.46e-06	-19.863052	6.13329	-3.43248397	GINS2	GINS complex subunit 2 (Psf2 homolog)
213134_x_at	7.88e-05	1.48e-06	-19.816695	6.11861	-1.49147129	BTG3	BTG family, member 3
201432_at	7.88e-05	1.48e-06	19.815375	6.11819	1.20293467	CAT	catalase
204798_at	7.97e-05	1.50e-06	-19.762574	6.10142	-3.64965612	MYB	v-myb avian myeloblastosis viral oncogene homolog
205061_s_at	7.97e-05	1.51e-06	-19.761143	6.10097	-2.51878039	EXOSC9	exosome component 9
208002_s_at	8.02e-05	1.52e-06	-19.727897	6.09039	-2.20275933	ACOT7	acyl-CoA thioesterase 7
205733_at	8.02e-05	1.52e-06	-19.71945	6.08769	-4.17805466	BLM	Bloom syndrome, RecQ helicase-like
208712_at	8.03e-05	1.53e-06	-19.710574	6.08486	-2.70988316	CCND1	cyclin D1
219006_at	8.06e-05	1.54e-06	-19.688753	6.0779	-1.96080587	NDUFAF4	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4
214579_at	8.06e-05	1.54e-06	19.679708	6.07501	2.95712373	NIPAL3	NIPA-like domain containing 3
206645_s_at	8.11e-05	1.55e-06	-19.652007	6.06616	-2.40700748	NR0B1	nuclear receptor subfamily 0, group B, member 1
221959_at	8.12e-05	1.56e-06	19.637136	6.0614	2.56644399	FAM110B	family with sequence similarity 110, member B
210105_s_at	8.19e-05	1.58e-06	19.595547	6.04806	1.64116822	FYN	FYN proto-oncogene, Src family tyrosine kinase
218676_s_at	8.19e-05	1.58e-06	19.584864	6.04463	3.39522264	PCTP	phosphatidylcholine transfer protein
214426_x_at	8.19e-05	1.59e-06	-19.583917	6.04433	-2.77261619	CHAF1A	chromatin assembly factor 1, subunit A (p150)
203622_s_at	8.20e-05	1.59e-06	-19.575294	6.04156	-2.42106652	PNO1	partner of NOB1 homolog (S. cerevisiae)
216862_s_at	8.22e-05	1.60e-06	19.556658	6.03557	0.58160108	CMC4	C-x(9)-C motif containing 4
